path,split,orig_group,review_cat_zh,review_cat,causeless,uniform_fallen,uniform_lie_down,labels_16,frames,pred_fall,pred_fallen,pred_normal,decision
lying/lying_ch_053,test,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,0.0,0.0,80.0,remove
lying/lying_ch_054,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_ch_055,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_ch_056,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_ch_057,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_ch_058,test,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,0.0,0.0,80.0,remove
lying/lying_ch_059,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_ch_060,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_ch_061,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_ch_062,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_ch_063,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_ch_064,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_ch_065,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_ch_066,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_ch_067,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_ch_068,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_ch_069,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_ch_070,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_ch_071,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_ch_072,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_ch_073,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_ch_074,test,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,0.0,0.0,80.0,remove
lying/lying_ch_075,val,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_ch_076,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_ch_077,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_ch_078,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_ch_079,val,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_ch_080,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_ch_081,test,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,0.0,0.0,80.0,remove
lying/lying_ch_082,test,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,0.0,0.0,80.0,remove
lying/lying_ch_083,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_ch_084,test,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,17.0,0.0,63.0,remove
lying/lying_ch_085,val,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_ch_086,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_ch_087,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_ch_088,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_ch_089,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_ch_090,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_ch_091,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_ch_092,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_ch_093,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_ch_094,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_ch_095,val,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_ch_096,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_ch_097,val,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_ch_098,test,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,0.0,0.0,80.0,remove
lying/lying_ch_099,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_ch_100,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_ch_101,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_ch_102,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_ch_103,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_ch_104,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_ch_105,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_ch_106,val,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_ch_107,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_ch_108,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_ch_109,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_ch_110,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_ch_111,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_ch_112,val,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_ch_113,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_ch_114,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_ch_115,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_ch_116,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_ch_117,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_ch_118,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_ch_119,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_ch_120,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_ch_121,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_ch_122,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_ch_123,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_ch_124,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_ch_125,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_ch_126,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_ch_127,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_ch_128,test,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,0.0,0.0,80.0,remove
lying/lying_ch_129,test,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,0.0,80.0,0.0,remove
lying/lying_ch_130,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_ch_131,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_ch_132,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_ch_133,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_ch_134,test,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,0.0,0.0,80.0,remove
lying/lying_ch_135,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_ch_136,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_ch_137,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_ch_138,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_ch_139,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_ch_140,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_ch_141,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_ch_142,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_ch_143,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_ch_144,val,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_ch_145,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_ch_146,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_ch_147,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_ch_148,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_ch_149,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_ch_150,train,causeless_lying,躺下动作,lie_down,True,False,False,lying,lying:81,,,,keep
lying/lying_ch_151,test,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,0.0,0.0,80.0,remove
lying/lying_ch_152,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_ch_153,test,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,0.0,0.0,80.0,remove
lying/lying_ch_154,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_ch_155,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_ch_156,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_ch_157,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_ch_158,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_ch_159,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_ch_160,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_ch_161,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_ch_162,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_ch_163,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_ch_164,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_ch_165,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_ch_166,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_ch_167,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_ch_168,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_ch_169,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_ch_170,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_ch_171,test,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,0.0,0.0,80.0,remove
lying/lying_ch_172,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_ch_173,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_ch_174,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_ch_175,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_ch_176,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_ch_177,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_ch_178,test,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,0.0,0.0,80.0,remove
lying/lying_ch_179,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_ch_180,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_ch_181,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_ch_182,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_ch_183,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_ch_184,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_ch_185,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_ch_186,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_ch_187,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_ch_188,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_ch_189,test,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,0.0,0.0,80.0,remove
lying/lying_ch_190,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_ch_191,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_ch_192,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_ch_193,test,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,0.0,0.0,80.0,remove
lying/lying_ch_194,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_ch_195,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_ch_196,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_ch_198,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_ch_199,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_ch_200,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_el_001,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_el_002,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_el_003,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_el_004,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_el_005,val,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_el_006,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_el_007,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_el_008,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_el_009,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_el_010,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_el_011,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_el_012,test,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,0.0,0.0,80.0,remove
lying/lying_el_013,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_el_014,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_el_015,test,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,0.0,0.0,80.0,remove
lying/lying_el_016,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_el_017,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_el_018,val,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_el_019,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_el_020,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_el_021,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_el_022,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_el_023,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_el_024,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_el_025,test,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,0.0,0.0,80.0,remove
lying/lying_el_026,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_el_027,test,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,0.0,0.0,80.0,remove
lying/lying_el_028,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_el_029,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_el_030,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_el_031,val,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_el_032,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_el_033,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_el_034,val,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_el_035,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_el_036,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_el_037,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_el_038,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_el_039,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_el_040,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_el_041,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_el_042,test,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,4.0,76.0,0.0,remove
lying/lying_el_043,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_el_044,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_el_045,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_el_046,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_el_047,test,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,0.0,0.0,80.0,remove
lying/lying_el_048,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_el_049,test,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,0.0,0.0,80.0,remove
lying/lying_el_050,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_el_051,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_el_052,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_el_053,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_el_054,test,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,0.0,0.0,80.0,remove
lying/lying_el_055,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_el_056,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_el_057,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_el_058,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_el_059,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_el_060,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_el_061,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_el_062,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_el_063,val,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_el_064,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_el_065,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_el_066,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_el_067,val,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_el_068,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_el_069,val,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_el_070,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_el_071,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_el_072,val,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_el_073,test,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,0.0,0.0,80.0,remove
lying/lying_el_074,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_el_075,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_el_076,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_el_077,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_el_078,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_el_079,test,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,0.0,0.0,80.0,remove
lying/lying_el_080,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_el_081,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_el_082,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_el_083,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_el_084,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_el_085,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_el_086,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_el_087,val,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_el_088,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_el_089,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_el_090,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_el_091,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_el_092,val,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_el_093,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_el_094,val,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_el_095,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_el_096,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_el_097,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_el_098,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_el_099,val,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_el_100,test,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,0.0,0.0,80.0,remove
lying/lying_el_101,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_el_102,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_el_103,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_el_104,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_el_105,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_el_106,train,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_el_107,val,causeless_lying,全程保持躺着,keep_lying,True,False,False,lying,lying:81,,,,remove
lying/lying_el_108,train,uniform_fallen,全程保持躺着,keep_lying,True,True,False,fallen,fallen:81,,,,remove
